,0
curve 1 at 22,2.4656080726094585
curve 2 at 22,0.0
curve 3 at 22,8.362016782797435e+24
curve 1 at 23,-0.10592377861452121
curve 2 at 23,0.0
curve 3 at 23,8.293852299237624e+24
curve 1 at 24,-2.580069796272843
curve 2 at 24,0.0
curve 3 at 24,8.226174510142645e+24
curve 1 at 25,-2.682111541839396
curve 2 at 25,0.0
curve 3 at 25,8.158980433898492e+24
curve 1 at 26,-0.3182323050299112
curve 2 at 26,0.0
curve 3 at 26,8.092267104128502e+24
curve 1 at 27,2.3382282454206074
curve 2 at 27,0.0
curve 3 at 27,8.026031569630994e+24
curve 1 at 28,2.8449325303234483
curve 2 at 28,0.0
curve 3 at 28,7.960270894317104e+24
curve 1 at 29,0.7360189669254737
curve 2 at 29,0.0
curve 3 at 29,7.894982157148796e+24
curve 1 at 30,-2.0495870403384098
curve 2 at 30,0.0
curve 3 at 30,7.830162452077094e+24
curve 1 at 31,-2.950812174870071
curve 2 at 31,0.0
curve 3 at 31,7.765808887980477e+24
curve 1 at 32,-1.1390742041937496
curve 2 at 32,0.0
curve 3 at 32,7.701918588603472e+24
curve 1 at 33,1.7199233367084723
curve 2 at 33,0.0
curve 3 at 33,7.638488692495443e+24
curve 1 at 34,2.997631293673775
curve 2 at 34,0.0
curve 3 at 34,7.575516352949564e+24
curve 1 at 35,1.519330863520398
curve 2 at 35,0.0
curve 3 at 35,7.51299873794198e+24
curve 1 at 36,-1.355835355800369
curve 2 at 36,0.0
curve 3 at 36,7.450933030071159e+24
curve 1 at 37,-2.984452801753376
curve 2 at 37,0.0
curve 3 at 37,7.389316426497432e+24
curve 1 at 38,-1.8691781052835892
curve 2 at 38,0.0
curve 3 at 38,7.328146138882716e+24
curve 1 at 39,0.9646103210274486
curve 2 at 39,0.0
curve 3 at 39,7.267419393330428e+24
curve 1 at 40,2.9115404667142633
curve 2 at 40,0.0
curve 3 at 40,7.207133430325599e+24
curve 1 at 41,2.1816137345607833
curve 2 at 41,0.0
curve 3 at 41,7.147285504675139e+24
curve 1 at 42,-0.5540786041206731
curve 2 at 42,0.0
curve 3 at 42,7.087872885448329e+24
curve 1 at 43,-2.780353629437983
curve 2 at 43,0.0
curve 3 at 43,7.028892855917473e+24
curve 1 at 44,-2.450384350107714
curve 2 at 44,0.0
curve 3 at 44,6.970342713498744e+24
curve 1 at 45,0.13245700018518142
curve 2 at 45,0.0
curve 3 at 45,6.91221976969321e+24
curve 1 at 46,2.593517995364574
curve 2 at 46,0.0
curve 3 at 46,6.854521350028061e+24
curve 1 at 47,2.6701105062268082
curve 2 at 47,0.0
curve 3 at 47,6.797244793997986e+24
curve 1 at 48,0.29181573150960627
curve 2 at 48,0.0
curve 3 at 48,6.74038745500678e+24
curve 1 at 49,-2.3547730809803316
curve 2 at 49,0.0
curve 3 at 49,6.683946700309087e+24
curve 1 at 50,-2.8363943824094
curve 2 at 50,0.0
curve 3 at 50,6.627919910952366e+24
curve 1 at 51,-0.7102477693541422
curve 2 at 51,0.0
curve 3 at 51,6.572304481719013e+24
curve 1 at 52,2.0688973673699085
curve 2 at 52,0.0
curve 3 at 52,6.51709782106868e+24
curve 1 at 53,2.945907805743113
curve 2 at 53,0.0
curve 3 at 53,6.462297351080765e+24
curve 1 at 54,1.114464193266003
curve 2 at 54,0.0
curve 3 at 54,6.407900507397095e+24
curve 1 at 55,-1.7416126588849181
curve 2 at 55,0.0
curve 3 at 55,6.353904739164785e+24
curve 1 at 56,-2.996458864315329
curve 2 at 56,0.0
curve 3 at 56,6.300307508979264e+24
curve 1 at 57,-1.496374608772281
curve 2 at 57,0.0
curve 3 at 57,6.247106292827513e+24
curve 1 at 58,1.3794695611909316
curve 2 at 58,0.0
curve 3 at 58,6.194298580031457e+24
curve 1 at 59,2.987035778345023
curve 2 at 59,0.0
curve 3 at 59,6.141881873191535e+24
curve 1 at 60,1.8483350763099675
curve 2 at 60,0.0
curve 3 at 60,6.089853688130474e+24
curve 1 at 61,-0.9897163708505443
curve 2 at 61,0.0
curve 3 at 61,6.038211553837214e+24
curve 1 at 62,-2.9178271509619593
curve 2 at 62,0.0
curve 3 at 62,5.98695301241103e+24
curve 1 at 63,-2.163301104728278
curve 2 at 63,0.0
curve 3 at 63,5.936075619005824e+24
curve 1 at 64,0.580154000618394
curve 2 at 64,0.0
curve 3 at 64,5.885576941774596e+24
curve 1 at 65,2.790218193313767
curve 2 at 65,0.0
curve 3 at 65,5.835454561814092e+24
curve 1 at 66,2.4349686468269325
curve 2 at 66,0.0
curve 3 at 66,5.785706073109629e+24
curve 1 at 67,-0.15897984411933602
curve 2 at 67,0.0
curve 3 at 67,5.736329082480105e+24
curve 1 at 68,-2.606762999555402
curve 2 at 68,0.0
curve 3 at 68,5.687321209523167e+24
curve 1 at 69,-2.657900274903728
curve 2 at 69,0.0
curve 3 at 69,5.638680086560568e+24
curve 1 at 70,-0.2653762950406917
curve 2 at 70,0.0
curve 3 at 70,5.590403358583704e+24
curve 1 at 71,2.371133426637269
curve 2 at 71,0.0
curve 3 at 71,5.54248868319931e+24
curve 1 at 72,2.827634010906972
curve 2 at 72,0.0
curve 3 at 72,5.494933730575343e+24
curve 1 at 73,0.6844209258511575
curve 2 at 73,0.0
curve 3 at 73,5.447736183387038e+24
curve 1 at 74,-2.0880456020633966
curve 2 at 74,0.0
curve 3 at 74,5.400893736763129e+24
curve 1 at 75,-2.94077263295652
curve 2 at 75,0.0
curve 3 at 75,5.354404098232262e+24
curve 1 at 76,-1.08976686717726
curve 2 at 76,0.0
curve 3 at 76,5.308264987669555e+24
curve 1 at 77,1.7631655305673757
curve 2 at 77,0.0
curve 3 at 77,5.262474137243361e+24
curve 1 at 78,2.99505167076281
curve 2 at 78,0.0
curve 3 at 78,5.217029291362172e+24
curve 1 at 79,1.4733011172473658
curve 2 at 79,0.0
curve 3 at 79,5.171928206621722e+24
curve 1 at 80,-1.4029956889890935
curve 2 at 80,0.0
curve 3 at 80,5.127168651752252e+24
curve 1 at 81,-2.989384729015099
curve 2 at 81,0.0
curve 3 at 81,5.082748407565932e+24
curve 1 at 82,-1.8273472354386304
curve 2 at 82,0.0
curve 3 at 82,5.038665266904484e+24
curve 1 at 83,1.0147448791565743
curve 2 at 83,0.0
curve 3 at 83,4.99491703458694e+24
curve 1 at 84,2.9238852315909982
curve 2 at 84,0.0
curve 3 at 84,4.951501527357609e+24
curve 1 at 85,2.144818986288258
curve 2 at 85,0.0
curve 3 at 85,4.908416573834177e+24
curve 1 at 86,-0.6061839436683749
curve 2 at 86,0.0
curve 3 at 86,4.865660014456001e+24
curve 1 at 87,-2.799864151376789
curve 2 at 87,0.0
curve 3 at 87,4.8232297014325616e+24
curve 1 at 88,-2.419362170544467
curve 2 at 88,0.0
curve 3 at 88,4.7811234986920887e+24
curve 1 at 89,0.18549023242614224
curve 2 at 89,0.0
curve 3 at 89,4.739339281830353e+24
curve 1 at 90,2.6198037711361915
curve 2 at 90,0.0
curve 3 at 90,4.697874938059629e+24
curve 1 at 91,2.645481804507722
curve 2 at 91,0.0
curve 3 at 91,4.6567283661578144e+24
curve 1 at 92,0.23891606707926796
curve 2 at 92,0.0
curve 3 at 92,4.615897476417737e+24
curve 1 at 93,-2.387308000603971
curve 2 at 93,0.0
curve 3 at 93,4.5753801905966066e+24
curve 1 at 94,-2.8186521021668356
curve 2 at 94,0.0
curve 3 at 94,4.535174441865653e+24
curve 1 at 95,-0.6585404598776702
curve 2 at 95,0.0
curve 3 at 95,4.4952781747599096e+24
curve 1 at 96,2.107030244208095
curve 2 at 96,0.0
curve 3 at 96,4.4556893451281864e+24
curve 1 at 97,2.9354070588367565
curve 2 at 97,0.0
curve 3 at 97,4.416405920083189e+24
curve 1 at 98,1.0649841608941324
curve 2 at 98,0.0
curve 3 at 98,4.377425877951809e+24
curve 1 at 99,-1.7845802631484653
curve 2 at 99,0.0
curve 3 at 99,4.338747208225581e+24
curve 1 at 100,-2.993409823265907
curve 2 at 100,0.0
curve 3 at 100,4.300367911511308e+24
curve 1 at 101,-1.450112196689355
curve 2 at 101,0.0
curve 3 at 101,4.262285999481836e+24
curve 1 at 102,1.4264118959883632
curve 2 at 102,0.0
curve 3 at 102,4.22449949482701e+24
curve 1 at 103,2.9914994697298702
curve 2 at 103,0.0
curve 3 at 103,4.1870064312047847e+24
curve 1 at 104,1.8062162270083693
curve 2 at 104,0.0
curve 3 at 104,4.14980485319249e+24
curve 1 at 105,-1.039693885031724
curve 2 at 105,0.0
curve 3 at 105,4.112892816238277e+24
curve 1 at 106,-2.929714233967659
curve 2 at 106,0.0
curve 3 at 106,4.076268386612712e+24
curve 1 at 107,-2.12616882726315
curve 2 at 107,0.0
curve 3 at 107,4.03992964136054e+24
curve 1 at 108,0.6321663938971827
curve 2 at 108,0.0
curve 3 at 108,4.003874668252602e+24
curve 1 at 109,2.8092907478931393
curve 2 at 109,0.0
curve 3 at 109,3.968101565737922e+24
curve 1 at 110,2.4035661439842047
curve 2 at 110,0.0
curve 3 at 110,3.93260844289595e+24
curve 1 at 111,-0.21198608809062103
curve 2 at 111,0.0
curve 3 at 111,3.897393419388963e+24
curve 1 at 112,-2.632639288398863
curve 2 at 112,0.0
curve 3 at 112,3.8624546254146344e+24
curve 1 at 113,-2.632856067991307
curve 2 at 113,0.0
curve 3 at 113,3.8277902016587546e+24
curve 1 at 114,-0.212437120710391
curve 2 at 114,0.0
curve 3 at 114,3.7933982992481135e+24
curve 1 at 115,2.403295535647682
curve 2 at 115,0.0
curve 3 at 115,3.759277079703543e+24
curve 1 at 116,2.8094493598964885
curve 2 at 116,0.0
curve 3 at 116,3.7254247148931184e+24
curve 1 at 117,0.6326083990960013
curve 2 at 117,0.0
curve 3 at 117,3.691839386985518e+24
curve 1 at 118,-2.1258498064102445
curve 2 at 118,0.0
curve 3 at 118,3.658519288403536e+24
curve 1 at 119,-2.9298115037615884
curve 2 at 119,0.0
curve 3 at 119,3.625462621777761e+24
curve 1 at 120,-1.0401180160725318
curve 2 at 120,0.0
curve 3 at 120,3.592667599900404e+24
curve 1 at 121,1.805855178843621
curve 2 at 121,0.0
curve 3 at 121,3.5601324456792894e+24
curve 1 at 122,2.991533450458792
curve 2 at 122,0.0
curve 3 at 122,3.527855392091994e+24
curve 1 at 123,1.4268096638854946
curve 2 at 123,0.0
curve 3 at 123,3.495834682140158e+24
curve 1 at 124,-1.449716347594236
curve 2 at 124,0.0
curve 3 at 124,3.464068568803929e+24
curve 1 at 125,-2.993379834805301
curve 2 at 125,0.0
curve 3 at 125,3.43255531499658e+24
curve 1 at 126,-1.7849437065747547
curve 2 at 126,0.0
curve 3 at 126,3.4012931935192764e+24
curve 1 at 127,1.064561433790973
curve 2 at 127,0.0
curve 3 at 127,3.3702804870159985e+24
curve 1 at 128,2.935313701405866
curve 2 at 128,0.0
curve 3 at 128,3.3395154879286116e+24
curve 1 at 129,2.107352088840894
curve 2 at 129,0.0
curve 3 at 129,3.3089964984521005e+24
curve 1 at 130,-0.658099315652314
curve 2 at 130,0.0
curve 3 at 130,3.278721830489952e+24
curve 1 at 131,-2.8184972443152745
curve 2 at 131,0.0
curve 3 at 131,3.2486898056096885e+24
curve 1 at 132,-2.3875818047207664
curve 2 at 132,0.0
curve 3 at 132,3.218898754998561e+24
curve 1 at 133,0.2384653352363852
curve 2 at 133,0.0
curve 3 at 133,3.18934701941939e+24
curve 1 at 134,2.645268545716442
curve 2 at 134,0.0
curve 3 at 134,3.1600329491665576e+24
curve 1 at 135,2.6200240545457234
curve 2 at 135,0.0
curve 3 at 135,3.130954904022156e+24
curve 1 at 136,0.18594153048565176
curve 2 at 136,0.0
curve 3 at 136,3.102111253212283e+24
curve 1 at 137,-2.419094779189626
curve 2 at 137,0.0
curve 3 at 137,3.0735003753634936e+24
curve 1 at 138,-2.800026505105118
curve 2 at 138,0.0
curve 3 at 138,3.045120658459395e+24
curve 1 at 139,-0.6066267752107817
curve 2 at 139,0.0
curve 3 at 139,3.016970499797401e+24
curve 1 at 140,2.14450281420964
curve 2 at 140,0.0
curve 3 at 140,2.989048305945628e+24
curve 1 at 141,2.923986406127148
curve 2 at 141,0.0
curve 3 at 141,2.9613524926999484e+24
curve 1 at 142,1.0151703809055461
curve 2 at 142,0.0
curve 3 at 142,2.933881485041188e+24
curve 1 at 143,-1.8269886108225395
curve 2 at 143,0.0
curve 3 at 143,2.9066337170924715e+24
curve 1 at 144,-2.9894226993500412
curve 2 at 144,0.0
curve 3 at 144,2.879607632076726e+24
curve 1 at 145,-1.403395344524232
curve 2 at 145,0.0
curve 3 at 145,2.85280168227432e+24
curve 1 at 146,1.4729072179679314
curve 2 at 146,0.0
curve 3 at 146,2.826214328980861e+24
curve 1 at 147,2.995025676920032
curve 2 at 147,0.0
curve 3 at 147,2.799844042465133e+24
curve 1 at 148,1.7635313407804272
curve 2 at 148,0.0
curve 3 at 148,2.7736893019271874e+24
curve 1 at 149,-1.0893455771312381
curve 2 at 149,0.0
curve 3 at 149,2.747748595456578e+24
curve 1 at 150,-2.940683195202962
curve 2 at 150,0.0
curve 3 at 150,2.722020419990742e+24
curve 1 at 151,-2.0883702452604602
curve 2 at 151,0.0
curve 3 at 151,2.6965032812735297e+24
curve 1 at 152,0.6839806771616836
curve 2 at 152,0.0
curve 3 at 152,2.6711956938138777e+24
curve 1 at 153,2.827482919339879
curve 2 at 153,0.0
curve 3 at 153,2.6460961808446277e+24
curve 1 at 154,2.371410405082548
curve 2 at 154,0.0
curve 3 at 154,2.6212032742814953e+24
curve 1 at 155,-0.26492589928827887
curve 2 at 155,0.0
curve 3 at 155,2.5965155146821766e+24
curve 1 at 156,-2.657690553621843
curve 2 at 156,0.0
curve 3 at 156,2.5720314512056033e+24
curve 1 at 157,-2.606986769523431
curve 2 at 157,0.0
curve 3 at 157,2.547749641571344e+24
curve 1 at 158,-0.1594313722606409
curve 2 at 158,0.0
curve 3 at 158,2.5236686520191437e+24
curve 1 at 159,2.4347044934031388
curve 2 at 159,0.0
curve 3 at 159,2.499787057268613e+24
curve 1 at 160,2.7903842760471145
curve 2 at 160,0.0
curve 3 at 160,2.4761034404790574e+24
curve 1 at 161,0.5805976238097726
curve 2 at 161,0.0
curve 3 at 161,2.452616393209448e+24
curve 1 at 162,-2.1629878061951486
curve 2 at 162,0.0
curve 3 at 162,2.4293245153785384e+24
curve 1 at 163,-2.917932222313588
curve 2 at 163,0.0
curve 3 at 163,2.4062264152251195e+24
curve 1 at 164,-0.9901432099708053
curve 2 at 164,0.0
curve 3 at 164,2.383320709268423e+24
curve 1 at 165,1.8479789033397729
curve 2 at 165,0.0
curve 3 at 165,2.360606022268658e+24
curve 1 at 166,2.9870777353111158
curve 2 at 166,0.0
curve 3 at 166,2.3380809871876955e+24
curve 1 at 167,1.3798710730521804
curve 2 at 167,0.0
curve 3 at 167,2.315744245149888e+24
curve 1 at 168,-1.4959826901694413
curve 2 at 168,0.0
curve 3 at 168,2.2935944454030367e+24
curve 1 at 169,-2.996436867126924
curve 2 at 169,0.0
curve 3 at 169,2.2716302452794926e+24
curve 1 at 170,-1.7419808072245224
curve 2 at 170,0.0
curve 3 at 170,2.249850310157401e+24
curve 1 at 171,1.1140443732840186
curve 2 at 171,0.0
curve 3 at 171,2.2282533134220818e+24
curve 1 at 172,2.9458222946740857
curve 2 at 172,0.0
curve 3 at 172,2.2068379364275553e+24
curve 1 at 173,2.069224783696348
curve 2 at 173,0.0
curve 3 at 173,2.1856028684581994e+24
curve 1 at 174,-0.7098084506928072
curve 2 at 174,0.0
curve 3 at 174,2.164546806690552e+24
curve 1 at 175,-2.836247068964379
curve 2 at 175,0.0
curve 3 at 175,2.1436684561552468e+24
curve 1 at 176,-2.3550532120536056
curve 2 at 176,0.0
curve 3 at 176,2.1229665296990884e+24
curve 1 at 177,0.2913657071349143
curve 2 at 177,0.0
curve 3 at 177,2.102439747947268e+24
curve 1 at 178,2.6699043388853965
curve 2 at 178,0.0
curve 3 at 178,2.082086839265707e+24
curve 1 at 179,2.5937452343593472
curve 2 at 179,0.0
curve 3 at 179,2.0619065397235532e+24
curve 1 at 180,0.13290872303231124
curve 2 at 180,0.0
curve 3 at 180,2.0418975930557962e+24
curve 1 at 181,-2.450123455310652
curve 2 at 181,0.0
curve 3 at 181,2.022058750626031e+24
curve 1 at 182,-2.78052342816423
curve 2 at 182,0.0
curve 3 at 182,2.0023887713893516e+24
curve 1 at 183,-0.5545229842043842
curve 2 at 183,0.0
curve 3 at 183,1.9828864218553842e+24
curve 1 at 184,2.1813033341192085
curve 2 at 184,0.0
curve 3 at 184,1.9635504760514514e+24
curve 1 at 185,2.9116494266493227
curve 2 at 185,0.0
curve 3 at 185,1.9443797154858737e+24
curve 1 at 186,0.965038464077344
curve 2 at 186,0.0
curve 3 at 186,1.925372929111405e+24
curve 1 at 187,-1.8688244118644493
curve 2 at 187,0.0
curve 3 at 187,1.9065289132888036e+24
curve 1 at 188,-2.984498742063408
curve 2 at 188,0.0
curve 3 at 188,1.8878464717505331e+24
curve 1 at 189,-1.356238692530394
curve 2 at 189,0.0
curve 3 at 189,1.8693244155646022e+24
curve 1 at 190,1.5189409562998821
curve 2 at 190,0.0
curve 3 at 190,1.8509615630985352e+24
curve 1 at 191,2.9976132948631613
curve 2 at 191,0.0
curve 3 at 191,1.832756739983471e+24
curve 1 at 192,1.7202937943312335
curve 2 at 192,0.0
curve 3 at 192,1.8147087790784047e+24
curve 1 at 193,-1.1386558871675276
curve 2 at 193,0.0
curve 3 at 193,1.7968165204345525e+24
curve 1 at 194,-2.9507305971851285
curve 2 at 194,0.0
curve 3 at 194,1.779078811259852e+24
curve 1 at 195,-2.049917204142068
curve 2 at 195,0.0
curve 3 at 195,1.7614945058835933e+24
curve 1 at 196,0.7355806127116694
curve 2 at 196,0.0
curve 3 at 196,1.7440624657211834e+24
curve 1 at 197,2.844789006542096
curve 2 at 197,0.0
curve 3 at 197,1.7267815592390382e+24
curve 1 at 198,2.3385115071743887
curve 2 at 198,0.0
curve 3 at 198,1.709650661919607e+24
curve 1 at 199,-0.31778268729109455
curve 2 at 199,0.0
curve 3 at 199,1.6926686562265297e+24
curve 1 at 200,-2.6819089445910933
curve 2 at 200,0.0
curve 3 at 200,1.6758344315699178e+24
curve 1 at 201,-2.5803004864908186
curve 2 at 201,0.0
curve 3 at 201,1.6591468842717703e+24
curve 1 at 202,-0.10637566077625091
curve 2 at 202,0.0
curve 3 at 202,1.6426049175315168e+24
curve 1 at 203,2.4653504568795084
curve 2 at 203,0.0
curve 3 at 203,1.6262074413916912e+24
curve 1 at 204,2.7704447340263907
curve 2 at 204,0.0
curve 3 at 204,1.6099533727037312e+24
curve 1 at 205,0.5284048992699
curve 2 at 205,0.0
curve 3 at 205,1.5938416350939092e+24
curve 1 at 206,-2.199447963011293
curve 2 at 206,0.0
curve 3 at 206,1.5778711589293874e+24
curve 1 at 207,-2.9051385113738686
curve 2 at 207,0.0
curve 3 at 207,1.5620408812844076e+24
curve 1 at 208,-0.9398581101119794
curve 2 at 208,0.0
curve 3 at 208,1.5463497459065987e+24
curve 1 at 209,1.8895235032091198
curve 2 at 209,0.0
curve 3 at 209,1.5307967031834187e+24
curve 1 at 210,2.981685921663845
curve 2 at 210,0.0
curve 3 at 210,1.5153807101087238e+24
curve 1 at 211,1.3325000544899697
curve 2 at 211,0.0
curve 3 at 211,1.5001007302494554e+24
curve 1 at 212,-1.5417802176431397
curve 2 at 212,0.0
curve 3 at 212,1.4849557337124633e+24
curve 1 at 213,-2.9985548679589114
curve 2 at 213,0.0
curve 3 at 213,1.4699446971114502e+24
curve 1 at 214,-1.6984720012175298
curve 2 at 214,0.0
curve 3 at 214,1.4550666035340396e+24
curve 1 at 215,1.1631781905383007
curve 2 at 215,0.0
curve 3 at 215,1.440320442508973e+24
curve 1 at 216,2.9554077181842784
curve 2 at 216,0.0
curve 3 at 216,1.42570520997343e+24
curve 1 at 217,2.0304490192926252
curve 2 at 217,0.0
curve 3 at 217,1.411219908240472e+24
curve 1 at 218,-0.761295144041262
curve 2 at 218,0.0
curve 3 at 218,1.396863545966612e+24
curve 1 at 219,-2.853108062836048
curve 2 at 219,0.0
curve 3 at 219,1.3826351381195067e+24
curve 1 at 220,-2.321786586441334
curve 2 at 220,0.0
curve 3 at 220,1.368533705945773e+24
curve 1 at 221,0.34417477006010855
curve 2 at 221,0.0
curve 3 at 221,1.3545582769389277e+24
curve 1 at 222,2.693703430211561
curve 2 at 222,0.0
curve 3 at 222,1.3407078848074498e+24
curve 1 at 223,2.5666535792763394
curve 2 at 223,0.0
curve 3 at 223,1.3269815694429657e+24
curve 1 at 224,0.07983426428387962
curve 2 at 224,0.0
curve 3 at 224,1.3133783768885581e+24
curve 1 at 225,-2.480384305116606
curve 2 at 225,0.0
curve 3 at 225,1.299897359307191e+24
curve 1 at 226,-2.760148983271171
curve 2 at 226,0.0
curve 3 at 226,1.286537574950266e+24
curve 1 at 227,-0.5022454152854241
curve 2 at 227,0.0
curve 3 at 227,1.2732980881262918e+24
curve 1 at 228,2.2174202712903384
curve 2 at 228,0.0
curve 3 at 228,1.2601779691696784e+24
curve 1 at 229,2.898399986599276
curve 2 at 229,0.0
curve 3 at 229,1.2471762944096505e+24
curve 1 at 230,0.9146041208852094
curve 2 at 230,0.0
curve 3 at 230,1.234292146139285e+24
curve 1 at 231,-1.910074555657713
curve 2 at 231,0.0
curve 3 at 231,1.221524612584661e+24
curve 1 at 232,-2.978639494489059
curve 2 at 232,0.0
curve 3 at 232,1.2088727878741389e+24
curve 1 at 233,-1.3086570187869841
curve 2 at 233,0.0
curve 3 at 233,1.1963357720077525e+24
curve 1 at 234,1.564498684806793
curve 2 at 234,0.0
curve 3 at 234,1.1839126708267217e+24
curve 1 at 235,2.9992615126445483
curve 2 at 235,0.0
curve 3 at 235,1.1716025959830858e+24
curve 1 at 236,1.6765171375600356
curve 2 at 236,0.0
curve 3 at 236,1.159404664909454e+24
curve 1 at 237,-1.187609362142268
curve 2 at 237,0.0
curve 3 at 237,1.1473180007888736e+24
curve 1 at 238,-2.959853291232151
curve 2 at 238,0.0
curve 3 at 238,1.1353417325248176e+24
curve 1 at 239,-2.010821754426
curve 2 at 239,0.0
curve 3 at 239,1.1234749947112888e+24
curve 1 at 240,0.7869500300197796
curve 2 at 240,0.0
curve 3 at 240,1.1117169276030427e+24
curve 1 at 241,2.861203586071377
curve 2 at 241,0.0
curve 3 at 241,1.1000666770859244e+24
curve 1 at 242,2.3048797602053313
curve 2 at 242,0.0
curve 3 at 242,1.0885233946473263e+24
curve 1 at 243,-0.37053988769588625
curve 2 at 243,0.0
curve 3 at 243,1.0770862373467586e+24
curve 1 at 244,-2.705286871681749
curve 2 at 244,0.0
curve 3 at 244,1.0657543677865386e+24
curve 1 at 245,-2.5528055819130246
curve 2 at 245,0.0
curve 3 at 245,1.0545269540825937e+24
curve 1 at 246,-0.053286612999581345
curve 2 at 246,0.0
curve 3 at 246,1.0434031698353805e+24
curve 1 at 247,2.4952238221618703
curve 2 at 247,0.0
curve 3 at 247,1.0323821941009219e+24
curve 1 at 248,2.7496369825419245
curve 2 at 248,0.0
curve 3 at 248,1.0214632113619524e+24
curve 1 at 249,0.47604658177356085
curve 2 at 249,0.0
curve 3 at 249,1.0106454114991865e+24
curve 1 at 250,-2.235218850876122
curve 2 at 250,0.0
curve 3 at 250,9.999279897626937e+23
curve 1 at 251,-2.891434380270166
curve 2 at 251,0.0
curve 3 at 251,9.893101467433925e+23
curve 1 at 252,-0.8892784749766499
curve 2 at 252,0.0
curve 3 at 252,9.787910883446563e+23
curve 1 at 253,1.9304759590925928
curve 2 at 253,0.0
curve 3 at 253,9.683700257540319e+23
curve 1 at 254,2.9753596992181226
curve 2 at 254,0.0
curve 3 at 254,9.580461754150731e+23
curve 1 at 255,1.2847114534567798
curve 2 at 255,0.0
curve 3 at 255,9.478187589992845e+23
curve 1 at 256,-1.5870945778623078
curve 2 at 256,0.0
curve 3 at 256,9.376870033781801e+23
curve 1 at 257,-2.999733173556433
curve 2 at 257,0.0
curve 3 at 257,9.276501405954532e+23
curve 1 at 258,-1.6544309234610792
curve 2 at 258,0.0
curve 3 at 258,9.177074078392571e+23
curve 1 at 259,1.2119474878652796
curve 2 at 259,0.0
curve 3 at 259,9.078580474145991e+23
curve 1 at 260,2.9640669680304987
curve 2 at 260,0.0
curve 3 at 260,8.981013067158447e+23
curve 1 at 261,1.9910369472836487
curve 2 at 261,0.0
curve 3 at 261,8.884364381993331e+23
curve 1 at 262,-0.8125432606584646
curve 2 at 262,0.0
curve 3 at 262,8.788626993561034e+23
curve 1 at 263,-2.8690749419864194
curve 2 at 263,0.0
curve 3 at 263,8.693793526847305e+23
curve 1 at 264,-2.2877923530690585
curve 2 at 264,0.0
curve 3 at 264,8.599856656642722e+23
curve 1 at 265,0.3968759745650003
curve 2 at 265,0.0
curve 3 at 265,8.506809107273257e+23
curve 1 at 266,2.716658361471328
curve 2 at 266,0.0
curve 3 at 266,8.414643652331916e+23
curve 1 at 267,2.538757579352841
curve 2 at 267,0.0
curve 3 at 267,8.32335311441152e+23
curve 1 at 268,0.02673478685778554
curve 2 at 268,0.0
curve 3 at 268,8.232930364838509e+23
curve 1 at 269,-2.5098678453805316
curve 2 at 269,0.0
curve 3 at 269,8.143368323407894e+23
curve 1 at 270,-2.738909555424587
curve 2 at 270,0.0
curve 3 at 270,8.054659958119242e+23
curve 1 at 271,-0.44981045133984016
curve 2 at 271,0.0
